ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0446527165,Wish You Well,David Baldacci,2000,Warner Books,http://images.amazon.com/images/P/0446527165.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446527165.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446527165.01.LZZZZZZZ.jpg
0060977493,The God of Small Things,Arundhati Roy,1998,Perennial,http://images.amazon.com/images/P/0060977493.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060977493.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060977493.01.LZZZZZZZ.jpg
0140039589,Watership Down,Richard Adams,1974,Penguin Books,http://images.amazon.com/images/P/0140039589.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140039589.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140039589.01.LZZZZZZZ.jpg
0440216745,Whispers,BELVA PLAIN,1994,Dell,http://images.amazon.com/images/P/0440216745.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440216745.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440216745.01.LZZZZZZZ.jpg
0446613436,The Guardian,Nicholas Sparks,2004,Warner Books,http://images.amazon.com/images/P/0446613436.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446613436.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446613436.01.LZZZZZZZ.jpg
0743460529,Daddy's Little Girl,Mary Higgins Clark,2003,Pocket,http://images.amazon.com/images/P/0743460529.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743460529.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743460529.01.LZZZZZZZ.jpg
0618129030,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J. R. R. Tolkien,2001,Houghton Mifflin Company,http://images.amazon.com/images/P/0618129030.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618129030.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0618129030.01.LZZZZZZZ.jpg
0451153553,Misery,Stephen King,1988,New Amer Library,http://images.amazon.com/images/P/0451153553.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451153553.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451153553.01.LZZZZZZZ.jpg
0345447832,The Surgeon,TESS GERRITSEN,2001,Ballantine Books,http://images.amazon.com/images/P/0345447832.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345447832.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345447832.01.LZZZZZZZ.jpg
0385319959,Outlander,Diana Gabaldon,1998,Delta,http://images.amazon.com/images/P/0385319959.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385319959.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385319959.01.LZZZZZZZ.jpg
0399146431,The Bonesetter's Daughter,Amy Tan,2001,Putnam Publishing Group,http://images.amazon.com/images/P/0399146431.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399146431.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399146431.01.LZZZZZZZ.jpg
0786889020,Don't Stand Too Close to a Naked Man,Tim Allen,1995,Hyperion,http://images.amazon.com/images/P/0786889020.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786889020.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786889020.01.LZZZZZZZ.jpg
051513287X,Face the Fire (Three Sisters Island Trilogy),Nora Roberts,2002,Jove Books,http://images.amazon.com/images/P/051513287X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051513287X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051513287X.01.LZZZZZZZ.jpg
0312265859,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2002,St. Martin's Press,http://images.amazon.com/images/P/0312265859.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312265859.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312265859.01.LZZZZZZZ.jpg
0394580567,It Was on Fire When I Lay Down on It,Robert Fulghum,1989,Random House Inc,http://images.amazon.com/images/P/0394580567.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394580567.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394580567.01.LZZZZZZZ.jpg
0439139600,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002,Scholastic Paperbacks,http://images.amazon.com/images/P/0439139600.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439139600.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439139600.01.LZZZZZZZ.jpg
0425182908,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group,http://images.amazon.com/images/P/0425182908.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425182908.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425182908.01.LZZZZZZZ.jpg
0553569058,The Robber Bride,Margaret Atwood,1995,Bantam,http://images.amazon.com/images/P/0553569058.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553569058.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553569058.01.LZZZZZZZ.jpg
0446610542,The Bachelor (Warner Books Contemporary Romance),Carly Phillips,2002,Warner Forever,http://images.amazon.com/images/P/0446610542.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446610542.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446610542.01.LZZZZZZZ.jpg
0345313860,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986,Ballantine Books,http://images.amazon.com/images/P/0345313860.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345313860.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345313860.01.LZZZZZZZ.jpg
0345327853,Beloved,BERTRICE SMALL,1985,Ballantine Books,http://images.amazon.com/images/P/0345327853.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345327853.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345327853.01.LZZZZZZZ.jpg
0345368754,Foucault's Pendulum,Umberto Eco,1990,Ballantine Books,http://images.amazon.com/images/P/0345368754.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345368754.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345368754.01.LZZZZZZZ.jpg
0345384466,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,1993,Ballantine Books,http://images.amazon.com/images/P/0345384466.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345384466.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345384466.01.LZZZZZZZ.jpg
034538475X,The Tale of the Body Thief (Vampire Chronicles (Paperback)),Anne Rice,1993,Ballantine Books,http://images.amazon.com/images/P/034538475X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034538475X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034538475X.01.LZZZZZZZ.jpg
0345422317,The Genesis Code,John Case,1998,Ballantine Books,http://images.amazon.com/images/P/0345422317.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345422317.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345422317.01.LZZZZZZZ.jpg
0375703055,Ellen Foster,Kaye Gibbons,1997,Vintage Books,http://images.amazon.com/images/P/0375703055.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375703055.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375703055.01.LZZZZZZZ.jpg
0380002930,Watership Down,Richard Adams,1976,Avon,http://images.amazon.com/images/P/0380002930.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380002930.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380002930.01.LZZZZZZZ.jpg
0380789035,American Gods,Neil Gaiman,2002,HarperTorch,http://images.amazon.com/images/P/0380789035.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380789035.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380789035.01.LZZZZZZZ.jpg
0385265700,The Book of Ruth (Oprah's Book Club (Paperback)),Jane Hamilton,1990,Anchor,http://images.amazon.com/images/P/0385265700.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385265700.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385265700.01.LZZZZZZZ.jpg
0385306032,Vanished,Danielle Steel,1993,Delacorte Press,http://images.amazon.com/images/P/0385306032.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385306032.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385306032.01.LZZZZZZZ.jpg
0385490992,The Street Lawyer,John Grisham,1998,Doubleday Books,http://images.amazon.com/images/P/0385490992.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385490992.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385490992.01.LZZZZZZZ.jpg
0425120279,The Hunt for Red October,Tom Clancy,1990,Berkley Publishing Group,http://images.amazon.com/images/P/0425120279.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425120279.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425120279.01.LZZZZZZZ.jpg
042513525X,Hideaway,Dean R. Koontz,1992,Berkley Publishing Group,http://images.amazon.com/images/P/042513525X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042513525X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042513525X.01.LZZZZZZZ.jpg
042513699X,Turtle Moon,Alice Hoffman,1993,Berkley Publishing Group,http://images.amazon.com/images/P/042513699X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042513699X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042513699X.01.LZZZZZZZ.jpg
0425145638,Fatal Cure,Robin Cook,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425145638.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425145638.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425145638.01.LZZZZZZZ.jpg
0425147622,The Body Farm,Patricia Daniels Cornwell,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425147622.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425147622.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425147622.01.LZZZZZZZ.jpg
0425155404,Invasion,Robin Cook,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425155404.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425155404.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425155404.01.LZZZZZZZ.jpg
042516313X,Breathing Lessons,Anne Tyler,1998,Berkley Publishing Group,http://images.amazon.com/images/P/042516313X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042516313X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042516313X.01.LZZZZZZZ.jpg
0440207622,Daddy,DANIELLE STEEL,1990,Dell,http://images.amazon.com/images/P/0440207622.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440207622.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440207622.01.LZZZZZZZ.jpg
044021145X,The Firm,John Grisham,1992,Bantam Dell Publishing Group,http://images.amazon.com/images/P/044021145X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044021145X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044021145X.01.LZZZZZZZ.jpg
0440220394,A Wrinkle in Time,L'Engle Madelein,1996,Laurel-Leaf Books,http://images.amazon.com/images/P/0440220394.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440220394.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440220394.01.LZZZZZZZ.jpg
0440222842,Five Days in Paris,DANIELLE STEEL,1997,Dell,http://images.amazon.com/images/P/0440222842.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440222842.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440222842.01.LZZZZZZZ.jpg
0440224594,The Return Journey,MAEVE BINCHY,1999,Dell,http://images.amazon.com/images/P/0440224594.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440224594.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440224594.01.LZZZZZZZ.jpg
044023669X,The Kiss,Danielle Steel,2002,Dell Publishing Company,http://images.amazon.com/images/P/044023669X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044023669X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044023669X.01.LZZZZZZZ.jpg
0446363251,"Scarlett : The Sequel to Margaret Mitchell's \Gone With the Wind\""""",Alexandra Ripley,1992,Warner Books,http://images.amazon.com/images/P/0446363251.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446363251.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446363251.01.LZZZZZZZ.jpg
0446364800,The General's Daughter,Nelson DeMille,1993,Warner Books,http://images.amazon.com/images/P/0446364800.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446364800.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446364800.01.LZZZZZZZ.jpg
0446523569,Message in a Bottle,Nicholas Sparks,1998,Warner Books,http://images.amazon.com/images/P/0446523569.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446523569.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446523569.01.LZZZZZZZ.jpg
0446601640,Slow Waltz in Cedar Bend,Robert James Waller,1994,Warner Books,http://images.amazon.com/images/P/0446601640.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446601640.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446601640.01.LZZZZZZZ.jpg
0446604275,Primary Colors: A Novel of Politics,Anonymous,1996,Warner Books,http://images.amazon.com/images/P/0446604275.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446604275.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446604275.01.LZZZZZZZ.jpg
0446609617,Standoff,Sandra Brown,2001,Warner Vision,http://images.amazon.com/images/P/0446609617.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446609617.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446609617.01.LZZZZZZZ.jpg
0451128370,Christine,Stephen King,1983,Penguin Putnam~mass,http://images.amazon.com/images/P/0451128370.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451128370.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451128370.01.LZZZZZZZ.jpg
0451152190,Over the Edge,Jonathan Kellerman,1993,New American Library,http://images.amazon.com/images/P/0451152190.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451152190.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451152190.01.LZZZZZZZ.jpg
0451156609,The Tommyknockers,Stephen King,1994,Signet Book,http://images.amazon.com/images/P/0451156609.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451156609.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451156609.01.LZZZZZZZ.jpg
0451160525,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,1994,New American Library,http://images.amazon.com/images/P/0451160525.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451160525.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451160525.01.LZZZZZZZ.jpg
0451162072,Pet Sematary,Stephen King,1994,Signet Book,http://images.amazon.com/images/P/0451162072.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451162072.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451162072.01.LZZZZZZZ.jpg
0451172817,Needful Things,Stephen King,2004,Signet Book,http://images.amazon.com/images/P/0451172817.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451172817.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451172817.01.LZZZZZZZ.jpg
0451181379,The Door to December,Dean R. Koontz,1994,Signet Book,http://images.amazon.com/images/P/0451181379.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451181379.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451181379.01.LZZZZZZZ.jpg
0451183665,A Case of Need,Michael Crichton,1994,Signet Book,http://images.amazon.com/images/P/0451183665.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451183665.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451183665.01.LZZZZZZZ.jpg
0451184963,Insomnia,Stephen King,1995,Signet Book,http://images.amazon.com/images/P/0451184963.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451184963.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451184963.01.LZZZZZZZ.jpg
0451186923,The Deep End of the Ocean,Jacquelyn Mitchard,1997,New Amer Library,http://images.amazon.com/images/P/0451186923.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451186923.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451186923.01.LZZZZZZZ.jpg
0451205421,The Door to December,Dean R. Koontz,2002,Signet Book,http://images.amazon.com/images/P/0451205421.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451205421.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451205421.01.LZZZZZZZ.jpg
051512608X,The Reef,Nora Roberts,1999,Jove Books,http://images.amazon.com/images/P/051512608X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051512608X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051512608X.01.LZZZZZZZ.jpg
0515126772,Jewels of the Sun (Irish Trilogy),Nora Roberts,2004,Jove Books,http://images.amazon.com/images/P/0515126772.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515126772.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515126772.01.LZZZZZZZ.jpg
0515127833,River's End,Nora Roberts,2003,Jove Books,http://images.amazon.com/images/P/0515127833.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515127833.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515127833.01.LZZZZZZZ.jpg
0515128546,Tears of the Moon (Irish Trilogy),Nora Roberts,2000,Jove Books,http://images.amazon.com/images/P/0515128546.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515128546.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515128546.01.LZZZZZZZ.jpg
0515131229,Dance upon the Air (Three Sisters Island Trilogy),Nora Roberts,2003,Jove Books,http://images.amazon.com/images/P/0515131229.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515131229.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515131229.01.LZZZZZZZ.jpg
0525941908,The Regulators,Richard Bachman,1996,Dutton Books,http://images.amazon.com/images/P/0525941908.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525941908.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525941908.01.LZZZZZZZ.jpg
0553096834,Couplehood,Paul Reiser,1994,Bantam Dell Pub Group,http://images.amazon.com/images/P/0553096834.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553096834.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553096834.01.LZZZZZZZ.jpg
0553256157,I Know Why the Caged Bird Sings,Maya Angelou,1971,Bantam Books,http://images.amazon.com/images/P/0553256157.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553256157.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553256157.01.LZZZZZZZ.jpg
0553284789,F Is for Fugitive (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1990,Bantam,http://images.amazon.com/images/P/0553284789.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553284789.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553284789.01.LZZZZZZZ.jpg
0553573136,Couplehood,PAUL REISER,1995,Bantam,http://images.amazon.com/images/P/0553573136.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553573136.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553573136.01.LZZZZZZZ.jpg
0553580221,False Memory,Dean R. Koontz,2000,Bantam Books,http://images.amazon.com/images/P/0553580221.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553580221.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553580221.01.LZZZZZZZ.jpg
0670844527,Dolores Claiborne,Stephen King,1992,Viking Books,http://images.amazon.com/images/P/0670844527.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670844527.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670844527.01.LZZZZZZZ.jpg
0671014919,My Gal Sunday,Mary Higgins Clark,2003,Pocket,http://images.amazon.com/images/P/0671014919.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671014919.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671014919.01.LZZZZZZZ.jpg
0671024248,Hearts In Atlantis,Stephen King,2000,Pocket,http://images.amazon.com/images/P/0671024248.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671024248.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671024248.01.LZZZZZZZ.jpg
0671525743,Night Whispers,Judith McNaught,1999,Pocket,http://images.amazon.com/images/P/0671525743.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671525743.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671525743.01.LZZZZZZZ.jpg
0671617028,The Color Purple,Alice Walker,1985,Pocket Books,http://images.amazon.com/images/P/0671617028.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671617028.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671617028.01.LZZZZZZZ.jpg
0671758896,"Loves Music, Loves to Dance",Mary Higgins Clark,1992,Pocket,http://images.amazon.com/images/P/0671758896.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671758896.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671758896.01.LZZZZZZZ.jpg
0679425268,Sole Survivor,DEAN KOONTZ,1997,Knopf,http://images.amazon.com/images/P/0679425268.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679425268.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679425268.01.LZZZZZZZ.jpg
0679448594,Primary Colors: A Novel of Politics,Anonymous,1996,Random House Inc,http://images.amazon.com/images/P/0679448594.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679448594.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679448594.01.LZZZZZZZ.jpg
0821759744,Dangerous,Becky Barker,1997,Kensington Publishing Corporation,http://images.amazon.com/images/P/0821759744.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821759744.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821759744.01.LZZZZZZZ.jpg
